"Sex";"Age";"Modes of travel";"Travel motives";"Margins";"Periods";"Stages per person per day (average) (number)";"Distance travelled per stage (average) (passenger kilometres)";"Average travel time per stage (Minutes)"
"Total male and female";"40 to 49 years";"Bus/metro";"Attending education/courses";"Value";"2014*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Bus/metro";"Attending education/courses";"Value";"2015*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Bus/metro";"Attending education/courses";"Value";"2016*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Bus/metro";"Attending education/courses";"Value";"2017*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Bus/metro";"Attending education/courses";"Value";"2018*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Bus/metro";"Attending education/courses";"Value";"2019*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Bus/metro";"Attending education/courses";"Value";"2020*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Bus/metro";"Attending education/courses";"Value";"2021*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Bus/metro";"Attending education/courses";"Value";"2022*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Bus/metro";"Attending education/courses";"Value";"2023*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Bus/metro";"Leisure";"Value";"2014*";"    0.02";"    8.94";"   28.78"
"Total male and female";"40 to 49 years";"Bus/metro";"Leisure";"Value";"2015*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Bus/metro";"Leisure";"Value";"2016*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Bus/metro";"Leisure";"Value";"2017*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Bus/metro";"Leisure";"Value";"2018*";"    0.02";"    8.02";"   27.86"
"Total male and female";"40 to 49 years";"Bus/metro";"Leisure";"Value";"2019*";"    0.02";"    8.11";"   27.81"
"Total male and female";"40 to 49 years";"Bus/metro";"Leisure";"Value";"2020*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Bus/metro";"Leisure";"Value";"2021*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Bus/metro";"Leisure";"Value";"2022*";"    0.01";"    8.40";"   29.93"
"Total male and female";"40 to 49 years";"Bus/metro";"Leisure";"Value";"2023*";"    0.02";"    8.20";"   28.65"
"Total male and female";"40 to 49 years";"Bus/metro";"Other";"Value";"2014*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Bus/metro";"Other";"Value";"2015*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Bus/metro";"Other";"Value";"2016*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Bus/metro";"Other";"Value";"2017*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Bus/metro";"Other";"Value";"2018*";"    0.01";"    7.11";"   25.19"
"Total male and female";"40 to 49 years";"Bus/metro";"Other";"Value";"2019*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Bus/metro";"Other";"Value";"2020*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Bus/metro";"Other";"Value";"2021*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Bus/metro";"Other";"Value";"2022*";"    0.01";"    7.18";"   26.42"
"Total male and female";"40 to 49 years";"Bus/metro";"Other";"Value";"2023*";"    0.01";"    6.99";"   26.06"
"Total male and female";"40 to 49 years";"Bike";"Travel to/from work, (non)-daily commute";"Value";"2014*";"    0.22";"    4.24";"   18.59"
"Total male and female";"40 to 49 years";"Bike";"Travel to/from work, (non)-daily commute";"Value";"2015*";"    0.21";"    4.27";"   18.62"
"Total male and female";"40 to 49 years";"Bike";"Travel to/from work, (non)-daily commute";"Value";"2016*";"    0.20";"    4.29";"   18.70"
"Total male and female";"40 to 49 years";"Bike";"Travel to/from work, (non)-daily commute";"Value";"2017*";"    0.21";"    4.35";"   18.92"
"Total male and female";"40 to 49 years";"Bike";"Travel to/from work, (non)-daily commute";"Value";"2018*";"    0.22";"    4.38";"   18.89"
"Total male and female";"40 to 49 years";"Bike";"Travel to/from work, (non)-daily commute";"Value";"2019*";"    0.21";"    4.42";"   18.91"
"Total male and female";"40 to 49 years";"Bike";"Travel to/from work, (non)-daily commute";"Value";"2020*";"    0.14";"    4.47";"   19.31"
"Total male and female";"40 to 49 years";"Bike";"Travel to/from work, (non)-daily commute";"Value";"2021*";"    0.14";"    4.51";"   19.50"
"Total male and female";"40 to 49 years";"Bike";"Travel to/from work, (non)-daily commute";"Value";"2022*";"    0.17";"    4.60";"   19.62"
"Total male and female";"40 to 49 years";"Bike";"Travel to/from work, (non)-daily commute";"Value";"2023*";"    0.18";"    4.65";"   19.60"
"Total male and female";"40 to 49 years";"Bike";"Shopping, groceries, funshopping.";"Value";"2014*";"    0.20";"    1.79";"   10.66"
"Total male and female";"40 to 49 years";"Bike";"Shopping, groceries, funshopping.";"Value";"2015*";"    0.19";"    1.79";"   10.59"
"Total male and female";"40 to 49 years";"Bike";"Shopping, groceries, funshopping.";"Value";"2016*";"    0.18";"    1.78";"   10.47"
"Total male and female";"40 to 49 years";"Bike";"Shopping, groceries, funshopping.";"Value";"2017*";"    0.17";"    1.80";"   10.46"
"Total male and female";"40 to 49 years";"Bike";"Shopping, groceries, funshopping.";"Value";"2018*";"    0.18";"    1.81";"   10.50"
"Total male and female";"40 to 49 years";"Bike";"Shopping, groceries, funshopping.";"Value";"2019*";"    0.17";"    1.82";"   10.47"
"Total male and female";"40 to 49 years";"Bike";"Shopping, groceries, funshopping.";"Value";"2020*";"    0.17";"    1.74";"   10.16"
"Total male and female";"40 to 49 years";"Bike";"Shopping, groceries, funshopping.";"Value";"2021*";"    0.16";"    1.77";"   10.49"
"Total male and female";"40 to 49 years";"Bike";"Shopping, groceries, funshopping.";"Value";"2022*";"    0.18";"    1.81";"   10.47"
"Total male and female";"40 to 49 years";"Bike";"Shopping, groceries, funshopping.";"Value";"2023*";"    0.17";"    1.84";"   10.59"
"Total male and female";"40 to 49 years";"Bike";"Attending education/courses";"Value";"2014*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Bike";"Attending education/courses";"Value";"2015*";"    0.01";"    2.86";"   15.12"
"Total male and female";"40 to 49 years";"Bike";"Attending education/courses";"Value";"2016*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Bike";"Attending education/courses";"Value";"2017*";"    0.01";"    2.92";"   15.61"
"Total male and female";"40 to 49 years";"Bike";"Attending education/courses";"Value";"2018*";"    0.01";"    2.92";"   15.65"
"Total male and female";"40 to 49 years";"Bike";"Attending education/courses";"Value";"2019*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Bike";"Attending education/courses";"Value";"2020*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Bike";"Attending education/courses";"Value";"2021*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Bike";"Attending education/courses";"Value";"2022*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Bike";"Attending education/courses";"Value";"2023*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Bike";"Leisure";"Value";"2014*";"    0.21";"    5.11";"   29.63"
"Total male and female";"40 to 49 years";"Bike";"Leisure";"Value";"2015*";"    0.20";"    5.07";"   29.39"
"Total male and female";"40 to 49 years";"Bike";"Leisure";"Value";"2016*";"    0.20";"    5.02";"   29.28"
"Total male and female";"40 to 49 years";"Bike";"Leisure";"Value";"2017*";"    0.20";"    5.00";"   28.98"
"Total male and female";"40 to 49 years";"Bike";"Leisure";"Value";"2018*";"    0.21";"    5.03";"   29.23"
"Total male and female";"40 to 49 years";"Bike";"Leisure";"Value";"2019*";"    0.20";"    4.98";"   29.38"
"Total male and female";"40 to 49 years";"Bike";"Leisure";"Value";"2020*";"    0.16";"    6.11";"   36.47"
"Total male and female";"40 to 49 years";"Bike";"Leisure";"Value";"2021*";"    0.17";"    6.02";"   36.46"
"Total male and female";"40 to 49 years";"Bike";"Leisure";"Value";"2022*";"    0.20";"    5.31";"   31.89"
"Total male and female";"40 to 49 years";"Bike";"Leisure";"Value";"2023*";"    0.21";"    4.98";"   29.92"
"Total male and female";"40 to 49 years";"Bike";"Other";"Value";"2014*";"    0.17";"    1.99";"   10.93"
"Total male and female";"40 to 49 years";"Bike";"Other";"Value";"2015*";"    0.16";"    1.98";"   10.89"
"Total male and female";"40 to 49 years";"Bike";"Other";"Value";"2016*";"    0.15";"    1.97";"   10.80"
"Total male and female";"40 to 49 years";"Bike";"Other";"Value";"2017*";"    0.16";"    1.97";"   10.80"
"Total male and female";"40 to 49 years";"Bike";"Other";"Value";"2018*";"    0.18";"    1.97";"   10.68"
"Total male and female";"40 to 49 years";"Bike";"Other";"Value";"2019*";"    0.17";"    1.99";"   10.86"
"Total male and female";"40 to 49 years";"Bike";"Other";"Value";"2020*";"    0.15";"    2.03";"   11.14"
"Total male and female";"40 to 49 years";"Bike";"Other";"Value";"2021*";"    0.17";"    2.06";"   11.52"
"Total male and female";"40 to 49 years";"Bike";"Other";"Value";"2022*";"    0.19";"    2.03";"   11.28"
"Total male and female";"40 to 49 years";"Bike";"Other";"Value";"2023*";"    0.18";"    2.04";"   11.16"
"Total male and female";"40 to 49 years";"Walking";"Travel to/from work, (non)-daily commute";"Value";"2014*";"    0.08";"    0.87";"    9.98"
"Total male and female";"40 to 49 years";"Walking";"Travel to/from work, (non)-daily commute";"Value";"2015*";"    0.08";"    0.83";"    9.58"
"Total male and female";"40 to 49 years";"Walking";"Travel to/from work, (non)-daily commute";"Value";"2016*";"    0.09";"    0.83";"    9.96"
"Total male and female";"40 to 49 years";"Walking";"Travel to/from work, (non)-daily commute";"Value";"2017*";"    0.09";"    0.87";"   10.60"
"Total male and female";"40 to 49 years";"Walking";"Travel to/from work, (non)-daily commute";"Value";"2018*";"    0.10";"    0.82";"    9.80"
"Total male and female";"40 to 49 years";"Walking";"Travel to/from work, (non)-daily commute";"Value";"2019*";"    0.09";"    0.84";"   10.00"
"Total male and female";"40 to 49 years";"Walking";"Travel to/from work, (non)-daily commute";"Value";"2020*";"    0.05";"    0.81";"    9.80"
"Total male and female";"40 to 49 years";"Walking";"Travel to/from work, (non)-daily commute";"Value";"2021*";"    0.04";"    0.87";"   10.50"
"Total male and female";"40 to 49 years";"Walking";"Travel to/from work, (non)-daily commute";"Value";"2022*";"    0.06";"    0.86";"   10.59"
"Total male and female";"40 to 49 years";"Walking";"Travel to/from work, (non)-daily commute";"Value";"2023*";"    0.07";"    0.86";"   10.98"
"Total male and female";"40 to 49 years";"Walking";"Shopping, groceries, funshopping.";"Value";"2014*";"    0.12";"    0.79";"   11.36"
"Total male and female";"40 to 49 years";"Walking";"Shopping, groceries, funshopping.";"Value";"2015*";"    0.11";"    0.82";"   11.78"
"Total male and female";"40 to 49 years";"Walking";"Shopping, groceries, funshopping.";"Value";"2016*";"    0.11";"    0.78";"   10.93"
"Total male and female";"40 to 49 years";"Walking";"Shopping, groceries, funshopping.";"Value";"2017*";"    0.11";"    0.80";"   11.34"
"Total male and female";"40 to 49 years";"Walking";"Shopping, groceries, funshopping.";"Value";"2018*";"    0.11";"    0.78";"   10.90"
"Total male and female";"40 to 49 years";"Walking";"Shopping, groceries, funshopping.";"Value";"2019*";"    0.10";"    0.78";"   10.94"
"Total male and female";"40 to 49 years";"Walking";"Shopping, groceries, funshopping.";"Value";"2020*";"    0.13";"    0.74";"   10.02"
"Total male and female";"40 to 49 years";"Walking";"Shopping, groceries, funshopping.";"Value";"2021*";"    0.15";"    0.78";"   10.69"
"Total male and female";"40 to 49 years";"Walking";"Shopping, groceries, funshopping.";"Value";"2022*";"    0.14";"    0.78";"   10.69"
"Total male and female";"40 to 49 years";"Walking";"Shopping, groceries, funshopping.";"Value";"2023*";"    0.14";"    0.78";"   11.05"
"Total male and female";"40 to 49 years";"Walking";"Attending education/courses";"Value";"2014*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Walking";"Attending education/courses";"Value";"2015*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Walking";"Attending education/courses";"Value";"2016*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Walking";"Attending education/courses";"Value";"2017*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Walking";"Attending education/courses";"Value";"2018*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Walking";"Attending education/courses";"Value";"2019*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Walking";"Attending education/courses";"Value";"2020*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Walking";"Attending education/courses";"Value";"2021*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Walking";"Attending education/courses";"Value";"2022*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Walking";"Attending education/courses";"Value";"2023*";"       .";"       .";"       ."
"Total male and female";"40 to 49 years";"Walking";"Leisure";"Value";"2014*";"    0.28";"    2.45";"   33.93"
"Total male and female";"40 to 49 years";"Walking";"Leisure";"Value";"2015*";"    0.27";"    2.47";"   34.78"
"Total male and female";"40 to 49 years";"Walking";"Leisure";"Value";"2016*";"    0.27";"    2.42";"   34.54"
"Total male and female";"40 to 49 years";"Walking";"Leisure";"Value";"2017*";"    0.25";"    2.49";"   34.75"
"Total male and female";"40 to 49 years";"Walking";"Leisure";"Value";"2018*";"    0.27";"    2.53";"   34.58"
"Total male and female";"40 to 49 years";"Walking";"Leisure";"Value";"2019*";"    0.27";"    2.51";"   33.90"
"Total male and female";"40 to 49 years";"Walking";"Leisure";"Value";"2020*";"    0.36";"    2.92";"   39.10"
"Total male and female";"40 to 49 years";"Walking";"Leisure";"Value";"2021*";"    0.43";"    3.08";"   41.92"
